@RELATION amazon

@ATTRIBUTE id string
@ATTRIBUTE mean_r numeric
@ATTRIBUTE mean_g numeric
@ATTRIBUTE mean_b numeric
@ATTRIBUTE mean_intensity numeric
@ATTRIBUTE gray_histogram_0 numeric
@ATTRIBUTE gray_histogram_1 numeric
@ATTRIBUTE gray_histogram_2 numeric
@ATTRIBUTE gray_histogram_3 numeric
@ATTRIBUTE gray_histogram_4 numeric
@ATTRIBUTE gray_histogram_5 numeric
@ATTRIBUTE gray_histogram_6 numeric
@ATTRIBUTE gray_histogram_7 numeric
@ATTRIBUTE gray_histogram_8 numeric
@ATTRIBUTE gray_histogram_9 numeric
@ATTRIBUTE gray_histogram_10 numeric
@ATTRIBUTE gray_histogram_11 numeric
@ATTRIBUTE gray_histogram_12 numeric
@ATTRIBUTE gray_histogram_13 numeric
@ATTRIBUTE gray_histogram_14 numeric
@ATTRIBUTE gray_histogram_15 numeric
@ATTRIBUTE lbp_histogram_0 numeric
@ATTRIBUTE lbp_histogram_1 numeric
@ATTRIBUTE lbp_histogram_2 numeric
@ATTRIBUTE lbp_histogram_3 numeric
@ATTRIBUTE lbp_histogram_4 numeric
@ATTRIBUTE lbp_histogram_5 numeric
@ATTRIBUTE lbp_histogram_6 numeric
@ATTRIBUTE lbp_histogram_7 numeric
@ATTRIBUTE lbp_histogram_8 numeric
@ATTRIBUTE lbp_histogram_9 numeric
@ATTRIBUTE lbp_histogram_10 numeric
@ATTRIBUTE lbp_histogram_11 numeric
@ATTRIBUTE lbp_histogram_12 numeric
@ATTRIBUTE lbp_histogram_13 numeric
@ATTRIBUTE lbp_histogram_14 numeric
@ATTRIBUTE lbp_histogram_15 numeric
@ATTRIBUTE class {forest,water,grass,dirty,human-made}

@DATA
'00705.1',102.263498,126.921692,140.961059,121.138482,0.000000,0.000365,0.005331,0.024060,0.087581,0.232623,0.462740,0.626602,0.505665,0.252536,0.099748,0.035406,0.011984,0.005423,0.001777,0.000228,0.250087,0.094899,0.091942,0.072986,0.058203,0.049971,0.042261,0.045391,0.041449,0.039652,0.033275,0.032174,0.030087,0.031478,0.027826,0.058319,forest
'02065.1',112.649121,117.588507,110.913636,115.355622,0.010204,0.052426,0.108862,0.169147,0.249387,0.334979,0.419763,0.468793,0.443583,0.357715,0.219034,0.104399,0.048351,0.018014,0.006517,0.002668,0.279506,0.103161,0.110709,0.083852,0.057479,0.041003,0.033831,0.030138,0.026857,0.027090,0.027341,0.028614,0.029797,0.031895,0.029708,0.059021,forest
'02065.2',150.453739,156.186021,141.695345,152.827999,0.000336,0.004215,0.010314,0.023364,0.045764,0.082604,0.148907,0.253799,0.398491,0.530895,0.538631,0.361897,0.186891,0.077380,0.030831,0.014866,0.292200,0.111083,0.114752,0.082665,0.058087,0.042812,0.036326,0.030125,0.027820,0.027252,0.029072,0.025317,0.026227,0.026370,0.022871,0.047022,forest
'01387.4',171.547967,179.027938,155.837758,174.144030,0.000194,0.002658,0.014973,0.023724,0.041549,0.061318,0.098265,0.163537,0.261413,0.340102,0.451655,0.475378,0.429033,0.302184,0.203724,0.162629,0.307032,0.125101,0.117548,0.077070,0.052064,0.035932,0.028965,0.028012,0.025225,0.024272,0.025079,0.026252,0.027499,0.029699,0.023979,0.046271,forest
'00075.1',147.160998,155.180352,137.535050,150.769525,0.000890,0.020887,0.068424,0.070274,0.080130,0.101977,0.142292,0.200112,0.341158,0.486368,0.534688,0.445306,0.249749,0.106568,0.039567,0.020068,0.248389,0.106069,0.095097,0.072311,0.048949,0.038706,0.032185,0.031725,0.031149,0.033451,0.037210,0.036942,0.036980,0.039167,0.038668,0.073001,forest
'01387.3',85.595153,101.104431,109.175951,97.383333,0.000163,0.028998,0.117079,0.261198,0.477077,0.541166,0.450201,0.331380,0.237804,0.142106,0.078561,0.033350,0.014526,0.005332,0.001687,0.000381,0.234962,0.099580,0.091176,0.074023,0.051402,0.044437,0.038508,0.036839,0.039487,0.037817,0.038105,0.037760,0.038796,0.034249,0.032234,0.070627,forest
'00075.3',116.286113,124.540288,114.020611,120.870739,0.008571,0.124141,0.198268,0.164105,0.187119,0.236704,0.307178,0.381591,0.473217,0.451468,0.324582,0.203998,0.103467,0.039868,0.014205,0.006231,0.222058,0.092306,0.086988,0.067938,0.047995,0.040017,0.034743,0.034372,0.033958,0.037663,0.042437,0.044529,0.044311,0.045270,0.042110,0.083304,forest
'00075.2',94.526299,102.251162,99.141773,99.583621,0.016845,0.221220,0.272840,0.255575,0.289719,0.357588,0.413024,0.409032,0.396250,0.278128,0.147153,0.067133,0.026230,0.009070,0.003012,0.002416,0.220316,0.094309,0.091407,0.071091,0.053872,0.038872,0.033263,0.034306,0.033980,0.036295,0.039491,0.043796,0.039752,0.043698,0.040535,0.085015,forest
'02079.3',40.186986,59.504601,80.776431,56.170839,0.015438,0.200043,0.612251,0.606334,0.434263,0.156086,0.058331,0.027226,0.011088,0.005613,0.002601,0.000867,0.000487,0.000106,0.000061,0.000000,0.165232,0.060224,0.061158,0.057532,0.053447,0.051634,0.053117,0.055279,0.057458,0.056762,0.057275,0.054528,0.051084,0.045901,0.041432,0.077936,forest
'02079.2',105.204330,119.865314,121.509880,115.672947,0.000000,0.001860,0.036914,0.186859,0.358409,0.475733,0.475018,0.426085,0.316488,0.228209,0.166972,0.111601,0.076547,0.047073,0.025897,0.020603,0.245908,0.107669,0.084539,0.072230,0.053835,0.045854,0.041661,0.040985,0.038956,0.040308,0.035980,0.033004,0.035574,0.031922,0.029082,0.062492,forest
'02079.1',160.862350,166.797055,147.067859,162.772704,0.000000,0.001656,0.019737,0.072789,0.125467,0.144621,0.171100,0.233531,0.286886,0.375562,0.420659,0.432044,0.392756,0.279584,0.182532,0.145368,0.268120,0.112462,0.095949,0.068695,0.050198,0.038681,0.033481,0.032204,0.033207,0.032523,0.031405,0.033002,0.031930,0.036833,0.031862,0.069448,forest
'00568.4',119.919534,152.411468,178.957078,145.714834,0.000000,0.000000,0.002003,0.021436,0.072103,0.161529,0.278237,0.368853,0.457087,0.495792,0.406204,0.307684,0.182424,0.075405,0.033291,0.017214,0.263770,0.117413,0.095837,0.068764,0.052508,0.042334,0.038534,0.036195,0.032452,0.031926,0.033680,0.035142,0.033622,0.032160,0.028710,0.056952,forest
'02079.4',140.757741,152.339726,142.314391,147.725545,0.000000,0.000521,0.019806,0.044825,0.078182,0.132910,0.238717,0.389870,0.450331,0.500367,0.428961,0.281978,0.175650,0.099552,0.054206,0.066716,0.216783,0.087850,0.086976,0.072115,0.061626,0.049825,0.041521,0.042832,0.045892,0.041084,0.043269,0.037587,0.032780,0.035839,0.036713,0.067308,forest
'00644.2',121.759341,131.172554,127.552637,127.927152,0.001487,0.008664,0.029873,0.074251,0.147144,0.268661,0.400351,0.515725,0.489517,0.375435,0.252970,0.147984,0.072871,0.034981,0.016596,0.012372,0.262269,0.089179,0.091517,0.077866,0.062184,0.051556,0.045817,0.041590,0.038236,0.035473,0.032733,0.031151,0.028553,0.028860,0.027183,0.055831,forest
'00644.1',97.750390,108.564852,113.710669,105.905834,0.007119,0.027379,0.077555,0.169705,0.294588,0.437765,0.504750,0.525257,0.339471,0.176484,0.084303,0.039064,0.015198,0.006175,0.002430,0.001548,0.271403,0.097350,0.096825,0.080472,0.063106,0.051197,0.043546,0.037301,0.033850,0.033719,0.030437,0.028243,0.026518,0.029068,0.024455,0.052510,forest
'00597.1',74.644658,86.414514,90.467996,83.342156,0.007497,0.075758,0.191843,0.359433,0.520305,0.558506,0.427342,0.227286,0.096596,0.039209,0.018517,0.007594,0.003560,0.001106,0.000292,0.000097,0.222396,0.084141,0.081773,0.069606,0.057412,0.048202,0.044219,0.043193,0.044151,0.041756,0.041003,0.042235,0.038019,0.039032,0.033051,0.069812,forest
'00597.2',101.316259,111.160930,106.738084,107.703406,0.004738,0.035962,0.083546,0.155220,0.253779,0.424662,0.555342,0.491997,0.346054,0.200161,0.098858,0.047434,0.021547,0.008729,0.004439,0.001796,0.262187,0.106993,0.099514,0.074731,0.056444,0.044326,0.038321,0.033735,0.034063,0.036247,0.031334,0.032152,0.030460,0.031825,0.030351,0.057318,forest
'00597.3',147.233229,155.644854,140.090626,151.355763,0.001472,0.013613,0.037159,0.069315,0.101471,0.157320,0.230830,0.341131,0.441204,0.454302,0.413242,0.329505,0.236054,0.160632,0.109712,0.122369,0.262926,0.108587,0.102828,0.077914,0.055523,0.044328,0.033780,0.031256,0.034362,0.030997,0.031191,0.033780,0.030609,0.032680,0.028991,0.060247,forest
'02194.2',150.583914,131.849348,142.746858,138.674006,0.003241,0.004879,0.008742,0.015925,0.026970,0.047661,0.109315,0.307967,0.684455,0.604380,0.226503,0.065709,0.020352,0.006675,0.002812,0.001457,0.431067,0.167710,0.137143,0.081917,0.041892,0.023888,0.015902,0.011255,0.009200,0.008500,0.008103,0.008290,0.009597,0.013427,0.009551,0.022557,grass
'00061.2',141.873603,148.849322,137.070675,145.420702,0.002090,0.026744,0.077611,0.095482,0.122987,0.155098,0.209667,0.274313,0.373053,0.446113,0.499406,0.395547,0.251217,0.123997,0.050902,0.025026,0.251188,0.102620,0.098259,0.073936,0.050273,0.038389,0.033224,0.031329,0.031472,0.034117,0.034046,0.037066,0.035654,0.037173,0.037727,0.073525,forest
'00061.3',34.097621,45.342575,72.274166,45.067842,0.021309,0.551422,0.711135,0.376487,0.199323,0.083113,0.034300,0.013274,0.005557,0.001416,0.000602,0.000460,0.000212,0.000177,0.000354,0.000248,0.190114,0.076999,0.074335,0.065131,0.053778,0.049713,0.046769,0.047984,0.044947,0.045321,0.045414,0.047003,0.046863,0.045040,0.042658,0.077933,forest
'00061.1',93.425826,100.870170,104.989397,99.113973,0.016177,0.146784,0.255312,0.297433,0.377725,0.415344,0.426384,0.380612,0.323843,0.219009,0.150224,0.074942,0.037577,0.014691,0.005647,0.001826,0.228323,0.092079,0.095131,0.072102,0.054869,0.044088,0.035935,0.034544,0.034505,0.034853,0.037713,0.038872,0.038292,0.043779,0.039722,0.075193,forest
'02954.1',131.645693,138.295565,134.599352,135.889011,0.001274,0.011346,0.040660,0.090303,0.146847,0.217955,0.310319,0.405994,0.478792,0.448923,0.379135,0.246597,0.136844,0.067797,0.030147,0.017505,0.321046,0.128335,0.116678,0.082571,0.053359,0.037724,0.029962,0.026596,0.024231,0.020782,0.022646,0.020058,0.022228,0.023647,0.021366,0.048769,forest
'02954.2',99.472618,107.428693,110.450704,105.394653,0.009263,0.065011,0.157534,0.266947,0.349037,0.411792,0.445744,0.429199,0.361984,0.251796,0.152782,0.078406,0.033642,0.014841,0.005458,0.002273,0.250601,0.088137,0.093453,0.077275,0.059816,0.048043,0.038199,0.037690,0.038024,0.035742,0.033812,0.033637,0.032935,0.034620,0.032567,0.065449,forest
'02130.3',68.845907,77.594628,90.012253,76.387553,0.010758,0.111149,0.269006,0.473247,0.597965,0.479302,0.273114,0.143044,0.084281,0.038113,0.015678,0.006974,0.002757,0.000487,0.000108,0.000000,0.255085,0.100334,0.089149,0.079665,0.062005,0.047812,0.041991,0.040748,0.035843,0.034011,0.031657,0.031199,0.028059,0.033750,0.029302,0.059389,forest
'02130.2',110.931900,114.679406,111.405102,113.189507,0.007506,0.046726,0.110709,0.180812,0.259003,0.363507,0.450645,0.452722,0.442668,0.321379,0.186545,0.097968,0.040328,0.015816,0.005789,0.002410,0.250855,0.093984,0.099171,0.081609,0.059149,0.045325,0.038254,0.035037,0.032864,0.031821,0.033038,0.032487,0.034690,0.036979,0.030372,0.064366,forest
'02130.1',145.790244,148.799859,134.800911,146.306358,0.002070,0.010290,0.030344,0.057739,0.090562,0.145060,0.234157,0.324622,0.439709,0.499341,0.444414,0.335459,0.200240,0.101673,0.049401,0.024212,0.276944,0.107712,0.109642,0.085548,0.056654,0.042185,0.036076,0.032603,0.029666,0.028187,0.027309,0.027995,0.028209,0.029388,0.027973,0.053910,forest
'00523.1',141.623724,151.313070,137.314317,146.814687,0.002834,0.024180,0.051608,0.069004,0.088199,0.120343,0.182914,0.255103,0.402563,0.501994,0.511446,0.379810,0.203991,0.090929,0.032888,0.018347,0.286125,0.121796,0.110673,0.074451,0.048627,0.037915,0.029887,0.027541,0.025341,0.026405,0.026429,0.029089,0.028581,0.032958,0.030661,0.063522,forest
'00523.2',101.613013,110.431907,108.909489,107.611887,0.013631,0.129725,0.207934,0.223497,0.268423,0.329424,0.407387,0.430939,0.450667,0.327303,0.195515,0.087619,0.034589,0.013802,0.005396,0.002745,0.243264,0.098024,0.098860,0.069903,0.047140,0.038590,0.033764,0.033669,0.033859,0.035246,0.037450,0.035854,0.039084,0.041402,0.036823,0.077066,forest
'02558.1',188.560330,197.415264,171.510391,191.815378,0.000048,0.000529,0.004666,0.019097,0.036366,0.052384,0.071578,0.097217,0.139980,0.194722,0.281692,0.375157,0.449957,0.431822,0.369962,0.421384,0.285507,0.125889,0.098490,0.067978,0.050387,0.036220,0.032536,0.026880,0.028852,0.029215,0.029993,0.031239,0.028955,0.033574,0.030097,0.064190,forest
'02558.3',109.651372,126.122459,130.324681,121.679137,0.000000,0.000579,0.014731,0.101297,0.241823,0.417272,0.487866,0.487783,0.381934,0.265740,0.192746,0.135063,0.082677,0.041462,0.020690,0.010676,0.220640,0.091741,0.084739,0.067791,0.058243,0.047502,0.046865,0.045990,0.042171,0.041614,0.043682,0.039306,0.036123,0.039306,0.032384,0.061903,forest
'02558.2',54.721264,70.940744,86.766134,67.897820,0.008608,0.116878,0.350776,0.565550,0.607095,0.379262,0.161129,0.063747,0.027078,0.013070,0.005717,0.002586,0.001091,0.000458,0.000164,0.000065,0.190952,0.067905,0.072751,0.062889,0.055154,0.050348,0.046881,0.047984,0.048759,0.049022,0.048733,0.047800,0.046408,0.044452,0.040867,0.079094,forest
'02378.1',95.825111,100.724805,98.479381,99.008006,0.020768,0.179301,0.226574,0.252390,0.307465,0.386139,0.439149,0.458578,0.360361,0.240189,0.123537,0.048765,0.019009,0.006578,0.002257,0.000688,0.210947,0.082365,0.088795,0.075474,0.052719,0.040493,0.036712,0.036253,0.036783,0.039186,0.041129,0.042295,0.041624,0.046535,0.045334,0.083354,forest
'02378.3',155.843372,160.660193,141.880791,157.077269,0.001103,0.007639,0.023161,0.038561,0.054819,0.078512,0.113478,0.188028,0.311187,0.488226,0.568536,0.452729,0.249546,0.110946,0.043422,0.025490,0.257539,0.102220,0.097397,0.074686,0.056893,0.039708,0.037273,0.032497,0.031326,0.032403,0.035400,0.033386,0.034182,0.036992,0.033059,0.065040,forest
'02378.2',122.222996,126.968263,116.431479,124.348096,0.009768,0.077523,0.129218,0.145861,0.175651,0.223268,0.299354,0.412842,0.490871,0.466946,0.334484,0.187672,0.086553,0.037053,0.013400,0.005671,0.235186,0.092220,0.096455,0.076787,0.052558,0.040501,0.034225,0.031630,0.032374,0.035637,0.037182,0.037983,0.041360,0.041036,0.038651,0.076214,forest
'02217.5',104.583383,105.571938,114.309750,106.277051,0.000000,0.000000,0.002990,0.106515,0.343089,0.596482,0.500058,0.341968,0.262736,0.267968,0.085212,0.006727,0.000747,0.000000,0.000000,0.000000,0.107231,0.060260,0.054697,0.039555,0.033375,0.035229,0.033375,0.043263,0.051916,0.064277,0.073548,0.078492,0.080655,0.080655,0.066749,0.096724,grass
'02217.4',34.041439,47.259465,62.148130,45.008535,0.014306,0.160709,0.866001,0.461514,0.103945,0.012537,0.006538,0.003169,0.000585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412402,0.198812,0.123159,0.067585,0.039300,0.022030,0.015729,0.012828,0.011514,0.011423,0.011740,0.011559,0.012511,0.016046,0.010199,0.023163,grass
'02217.1',107.509152,110.945455,123.167663,111.328920,0.000000,0.000000,0.000000,0.000524,0.030247,0.574554,0.588171,0.436284,0.321844,0.168779,0.024747,0.000917,0.000000,0.000000,0.000000,0.000000,0.170790,0.105244,0.067578,0.047267,0.041174,0.028619,0.028619,0.031388,0.038589,0.038774,0.064623,0.062223,0.067578,0.064623,0.062038,0.080871,grass
'02217.3',187.099176,177.366652,169.007813,179.356062,0.000000,0.000000,0.000000,0.000022,0.005729,0.010596,0.019356,0.041565,0.099456,0.219419,0.418663,0.662481,0.544598,0.168806,0.021679,0.001836,0.335125,0.154125,0.104634,0.058648,0.033325,0.022416,0.020067,0.019271,0.020306,0.025402,0.027313,0.030737,0.032688,0.036511,0.027313,0.052118,grass
'02217.2',222.607393,212.916693,205.343102,214.980057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000998,0.016208,0.074833,0.347379,0.846774,0.391968,0.052904,0.406455,0.209916,0.124747,0.060379,0.033258,0.022335,0.014113,0.013131,0.013009,0.011720,0.011229,0.013131,0.012456,0.014788,0.011843,0.027490,grass
'00353.2',116.510298,120.085732,112.123471,118.110823,0.011351,0.055929,0.104507,0.153716,0.222891,0.307657,0.386169,0.476754,0.466335,0.380877,0.243143,0.127149,0.056005,0.020207,0.007608,0.003939,0.274345,0.106589,0.107073,0.079616,0.052911,0.040234,0.033011,0.031510,0.027940,0.028073,0.030008,0.029374,0.031009,0.032727,0.030909,0.064671,forest
'00296.3',161.457790,164.279535,146.069923,161.366016,0.000802,0.004443,0.011262,0.022926,0.041532,0.064612,0.106730,0.181525,0.293840,0.460677,0.551578,0.478975,0.307200,0.139561,0.048968,0.024839,0.307504,0.129174,0.111629,0.079109,0.051883,0.039791,0.032363,0.028016,0.025448,0.025527,0.024736,0.024657,0.023077,0.026001,0.022919,0.048168,forest
'00353.1',155.248060,158.777522,141.322109,155.742237,0.001270,0.007306,0.017721,0.031038,0.051091,0.081534,0.127910,0.211516,0.340928,0.492648,0.558844,0.432618,0.242088,0.099074,0.034225,0.017799,0.305944,0.124917,0.116320,0.078235,0.053612,0.039251,0.029821,0.026623,0.025357,0.022258,0.022224,0.024424,0.025456,0.027122,0.024457,0.053978,forest
'01082.1',125.737993,131.655579,119.177827,128.464653,0.005483,0.031731,0.077750,0.134784,0.199229,0.267231,0.320722,0.398869,0.459137,0.447486,0.356917,0.220355,0.110215,0.045633,0.018365,0.011178,0.263190,0.100885,0.099240,0.072115,0.053140,0.042561,0.036162,0.034856,0.033759,0.031043,0.031722,0.033955,0.032153,0.034438,0.032296,0.068485,forest
'01082.2',107.248391,116.504350,112.980670,113.334151,0.003005,0.042330,0.111656,0.185007,0.253977,0.324322,0.398488,0.489922,0.485694,0.327583,0.180168,0.079361,0.029748,0.011461,0.003566,0.001324,0.218694,0.080017,0.077477,0.066328,0.056120,0.046947,0.045254,0.042713,0.040267,0.042055,0.039515,0.044548,0.041349,0.042243,0.039844,0.076630,forest
'01611.2',60.627060,75.753941,76.541438,71.317588,0.018100,0.159943,0.318874,0.463937,0.566600,0.510331,0.255365,0.093479,0.037850,0.016077,0.006761,0.003407,0.000905,0.000665,0.000266,0.000825,0.208734,0.078567,0.078748,0.066854,0.060711,0.048696,0.043309,0.040978,0.041947,0.042491,0.042522,0.041826,0.041765,0.043793,0.038799,0.080261,forest
'01611.3',169.703873,181.696518,152.009374,174.728595,0.000000,0.002237,0.007271,0.023678,0.044559,0.065005,0.104157,0.158908,0.268907,0.397053,0.486979,0.446770,0.333042,0.196382,0.129264,0.352370,0.244112,0.111700,0.100650,0.072994,0.052409,0.040096,0.035613,0.032835,0.033150,0.033150,0.035676,0.034350,0.036560,0.040538,0.034097,0.062070,forest
'01611.1',113.302270,129.657009,113.115888,122.881642,0.000172,0.004812,0.025776,0.060316,0.134379,0.239890,0.381830,0.523083,0.569996,0.378050,0.170294,0.058082,0.020793,0.006014,0.000687,0.000000,0.268507,0.103095,0.101631,0.077583,0.053116,0.040778,0.034714,0.030322,0.031577,0.031995,0.038896,0.030740,0.027604,0.035132,0.028649,0.065663,forest
'01611.6',95.212295,109.987237,105.396099,105.043657,0.000466,0.019661,0.068386,0.128147,0.229405,0.397340,0.589055,0.547790,0.321727,0.124106,0.042431,0.014454,0.005051,0.001865,0.000311,0.000078,0.258874,0.093611,0.103455,0.069569,0.052343,0.045149,0.037104,0.034075,0.032182,0.033696,0.034643,0.036157,0.037293,0.040227,0.031708,0.059915,forest
'01611.7',125.924919,139.612664,122.381691,133.555344,0.000782,0.022996,0.065280,0.108983,0.159609,0.223556,0.306677,0.415486,0.494552,0.453600,0.343082,0.223354,0.128069,0.068437,0.040199,0.023922,0.238289,0.099340,0.095551,0.071211,0.049742,0.038605,0.035189,0.032491,0.033955,0.035936,0.038232,0.040413,0.039811,0.041848,0.037916,0.071470,forest
'01611.4',158.929112,166.985375,185.972471,166.744322,0.000000,0.000000,0.000000,0.000000,0.004163,0.022203,0.072161,0.205843,0.432501,0.562945,0.518076,0.298356,0.176701,0.116105,0.081412,0.197979,0.203846,0.093590,0.080769,0.071795,0.044017,0.040598,0.038889,0.037607,0.038034,0.045299,0.041453,0.051709,0.050000,0.051709,0.041453,0.069231,water
'01611.5',62.513330,76.955522,75.247008,72.432671,0.010287,0.183452,0.317184,0.472861,0.592191,0.420054,0.306211,0.135446,0.049035,0.017145,0.008573,0.002400,0.002743,0.002057,0.000343,0.001029,0.156660,0.066917,0.074109,0.056598,0.052533,0.041901,0.046904,0.047217,0.054409,0.049406,0.052846,0.048155,0.049406,0.050657,0.055347,0.096936,forest
'02570.4',167.372428,167.575700,151.125298,165.649203,0.000080,0.000479,0.001637,0.004711,0.012737,0.028228,0.065280,0.137588,0.282841,0.487506,0.559494,0.502359,0.274696,0.121417,0.046634,0.019724,0.379240,0.147037,0.127407,0.088023,0.049696,0.034414,0.025221,0.019940,0.016834,0.014971,0.014598,0.013356,0.012797,0.015033,0.010809,0.030625,forest
'02570.3',139.826583,140.800625,128.228647,139.076533,0.001595,0.005632,0.015169,0.038462,0.079216,0.151155,0.266373,0.408473,0.521765,0.514903,0.362087,0.225436,0.100615,0.040854,0.014404,0.006031,0.363909,0.146473,0.133421,0.087343,0.051922,0.031158,0.024093,0.020381,0.017675,0.015591,0.015208,0.014202,0.014609,0.017603,0.014585,0.031829,forest
'02570.2',111.009638,114.891004,107.788354,112.922172,0.013526,0.037500,0.083186,0.157445,0.275324,0.378742,0.471556,0.482081,0.408289,0.295322,0.168633,0.092619,0.038708,0.015398,0.004249,0.001481,0.290929,0.106851,0.112739,0.086173,0.059741,0.044412,0.034838,0.029354,0.029174,0.025937,0.025083,0.025083,0.025443,0.027600,0.024858,0.051785,forest
'02570.1',47.981674,60.120374,83.303989,59.108157,0.010324,0.475745,0.693400,0.363906,0.215935,0.212494,0.210773,0.144530,0.055919,0.010324,0.000860,0.000000,0.000000,0.000000,0.000000,0.000000,0.246220,0.105832,0.092873,0.074514,0.069114,0.049676,0.037797,0.023758,0.036717,0.032397,0.038877,0.033477,0.023758,0.035637,0.024838,0.074514,forest
'01290.2',149.863042,156.114747,144.994346,152.976785,0.002132,0.014380,0.027902,0.042205,0.060226,0.091743,0.143049,0.234401,0.364422,0.503310,0.537323,0.410215,0.232997,0.102586,0.039110,0.017917,0.307260,0.126424,0.117000,0.078317,0.051226,0.039372,0.028897,0.026992,0.026369,0.024661,0.025121,0.024234,0.025515,0.029882,0.022461,0.046268,forest
'01290.1',111.753007,120.489635,116.384351,117.404204,0.011110,0.069662,0.120379,0.162724,0.212140,0.288827,0.389494,0.469808,0.480184,0.381613,0.239809,0.126317,0.054772,0.021471,0.007973,0.003107,0.252908,0.099572,0.099022,0.076020,0.052321,0.041436,0.034130,0.033304,0.032267,0.033580,0.033677,0.034551,0.034195,0.036949,0.034600,0.071468,forest
'00670.2',155.827274,157.103350,142.705861,155.088319,0.000517,0.004005,0.012667,0.024482,0.040353,0.070309,0.118939,0.198827,0.371286,0.571098,0.539723,0.368750,0.196891,0.087181,0.032826,0.015671,0.318998,0.133366,0.116879,0.084561,0.053763,0.038071,0.029699,0.025350,0.023993,0.023081,0.022824,0.022310,0.021351,0.023409,0.019831,0.042514,forest
'00670.3',33.775644,42.211620,62.332585,41.995162,0.039445,0.480434,0.770282,0.386046,0.153370,0.040930,0.007843,0.001346,0.000371,0.000093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.214867,0.076157,0.078962,0.071739,0.062062,0.053506,0.047686,0.049439,0.043899,0.045442,0.041094,0.039972,0.036676,0.039341,0.030715,0.068443,forest
'00670.1',74.005699,81.074837,87.963809,79.759641,0.008828,0.065638,0.230461,0.430388,0.560626,0.517005,0.365996,0.180090,0.089837,0.033442,0.009036,0.003947,0.001039,0.000208,0.000104,0.000000,0.293790,0.119538,0.102554,0.083495,0.066122,0.042137,0.034876,0.030727,0.028523,0.029042,0.023985,0.024115,0.022170,0.025541,0.021004,0.052379,forest
'02386.2',145.576416,148.976374,134.617148,146.321762,0.003604,0.029781,0.060506,0.080858,0.106287,0.146991,0.212200,0.283915,0.393499,0.459895,0.480203,0.398136,0.238596,0.121122,0.050110,0.028286,0.244288,0.100061,0.097430,0.073703,0.054274,0.041599,0.033485,0.032849,0.034231,0.034428,0.036358,0.036775,0.037104,0.038112,0.035437,0.069865,forest
'02386.3',114.122125,118.589360,114.674696,116.808639,0.013767,0.121689,0.189279,0.204330,0.225948,0.274131,0.340206,0.397314,0.461642,0.403060,0.303306,0.180291,0.079526,0.032943,0.010883,0.005368,0.225052,0.087461,0.092737,0.070479,0.050699,0.040544,0.034701,0.033887,0.033793,0.036705,0.038388,0.042719,0.041603,0.046217,0.042151,0.082865,forest
'02386.1',48.522995,56.761943,74.015816,56.277963,0.003819,0.109946,0.507726,0.734301,0.408440,0.150679,0.036278,0.008115,0.001909,0.000318,0.000159,0.000000,0.000000,0.000000,0.000000,0.000000,0.189236,0.077257,0.069878,0.061198,0.062500,0.058594,0.051215,0.048394,0.043837,0.047960,0.051866,0.040148,0.043837,0.041884,0.036241,0.075955,forest
'02969.1',154.138293,160.547287,146.293996,157.006505,0.000814,0.009335,0.033535,0.056992,0.086386,0.115349,0.150056,0.212242,0.310070,0.427501,0.495719,0.479993,0.337596,0.177894,0.072096,0.036910,0.275535,0.105853,0.104478,0.077949,0.051785,0.040234,0.032524,0.030214,0.029877,0.029176,0.029409,0.031849,0.030889,0.033589,0.032992,0.063647,forest
'02969.3',89.569921,95.073151,96.917737,93.638554,0.029175,0.182180,0.262160,0.310607,0.379566,0.404025,0.429782,0.391648,0.323515,0.199449,0.096483,0.037367,0.013143,0.005069,0.001473,0.000118,0.215202,0.074921,0.077622,0.068582,0.053671,0.046397,0.045514,0.039902,0.037824,0.043020,0.045462,0.044371,0.043851,0.042864,0.041305,0.079493,forest
'02969.2',114.022960,120.676216,117.436812,118.318481,0.008841,0.075053,0.161689,0.200611,0.257586,0.299373,0.339308,0.398654,0.457457,0.411496,0.285667,0.170753,0.084685,0.033884,0.011632,0.007631,0.232982,0.094335,0.094199,0.072487,0.052596,0.041831,0.036824,0.034298,0.036278,0.035936,0.038667,0.039191,0.039077,0.039623,0.037484,0.074194,forest
'00047.2',149.847845,137.269677,122.670929,139.356177,0.003224,0.006553,0.009646,0.016200,0.026344,0.042465,0.091903,0.252746,0.629323,0.679626,0.254293,0.046004,0.006448,0.001992,0.000839,0.000944,0.352608,0.183643,0.116702,0.064217,0.038030,0.026131,0.021294,0.018181,0.016735,0.014678,0.018626,0.017458,0.020294,0.023351,0.020349,0.047704,grass
'00047.3',104.806057,94.105568,94.138657,97.322733,0.000514,0.003536,0.006956,0.030603,0.144542,0.662238,0.709043,0.185651,0.045236,0.015932,0.005516,0.001993,0.001209,0.000990,0.000707,0.002032,0.321440,0.164096,0.109368,0.066582,0.047327,0.034913,0.027010,0.025654,0.021172,0.019285,0.020818,0.023265,0.025978,0.028013,0.021260,0.043818,grass
